173,10
3565,110
7708,210
12112,310
16828,410
21639,510
26550,610
31634,710
36804,810
41980,910
47231,1010
52497,1110
58121,1210
63556,1310
69145,1410
74773,1510
80326,1610
85936,1710
91591,1810
97205,1910
102983,2010
108648,2110
114619,2210
120539,2310
126455,2410
132398,2510
138279,2610
144420,2710
150360,2810
156446,2910
162504,3010
168540,3110
174438,3210
180609,3310
186617,3410
192598,3510
198826,3610
204799,3710
211127,3810
217091,3910
223177,4010
229653,4110
235742,4210
242046,4310
248376,4410
254726,4510
261076,4610
267474,4710
273975,4810
280338,4910
286659,5010
293356,5110
299516,5210
305983,5310
312474,5410
318940,5510
325289,5610
331930,5710
338346,5810
344683,5910
351398,6010
357819,6110
364416,6210
370777,6310
377374,6410
383708,6510
390414,6610
396686,6710
403408,6810
409714,6910
416456,7010
422529,7110
429317,7210
435935,7310
442418,7410
449129,7510
455771,7610
462433,7710
468917,7810
475554,7910
482135,8010
488541,8110
495541,8210
501998,8310
508715,8410
515577,8510
522313,8610
529282,8710
535985,8810
542581,8910
549401,9010
556483,9110
563483,9210
569961,9310
576866,9410
583664,9510
590383,9610
597482,9710
604107,9810
611139,9910
618013,10010
624725,10110
631906,10210
638469,10310
645359,10410
652521,10510
659009,10610
665923,10710
672719,10810
679765,10910
686988,11010
693613,11110
700657,11210
707374,11310
714628,11410
721144,11510
728121,11610
735106,11710
742068,11810
748750,11910
755899,12010
763121,12110
770072,12210
777358,12310
783997,12410
790776,12510
797576,12610
804647,12710
811427,12810
818365,12910
824980,13010
832063,13110
839132,13210
846137,13310
852824,13410
860067,13510
867244,13610
874122,13710
880879,13810
888066,13910
894964,14010
901928,14110
908921,14210
916295,14310
923088,14410
930010,14510
936900,14610
944206,14710
950654,14810
957832,14910
965047,15010
972069,15110
979308,15210
986347,15310
993327,15410
1000248,15510
1007011,15610
1014156,15710
1021094,15810
1028291,15910
1035593,16010
1042895,16110
1049742,16210
1056889,16310
1063983,16410
1071309,16510
1078057,16610
1085351,16710
1092479,16810
1100220,16910
1106805,17010
1114297,17110
1121608,17210
1128605,17310
1136125,17410
1142982,17510
1150508,17610
1157772,17710
1164823,17810
1172316,17910
1179256,18010
1186841,18110
1193913,18210
1201269,18310
1208353,18410
1216152,18510
1222960,18610
1230056,18710
1237549,18810
1245034,18910
1251930,19010
1259564,19110
1266501,19210
1274046,19310
1281506,19410
1288695,19510
1295852,19610
1303596,19710
1310400,19810
1317706,19910
1325391,20010
1332662,20110
1339790,20210
1347291,20310
1354869,20410
1362653,20510
1369517,20610
1376559,20710
1384114,20810
1391231,20910
1398591,21010
1405932,21110
1412967,21210
1420287,21310
1427697,21410
1435324,21510
1442061,21610
1449683,21710
1457140,21810
1463862,21910
1471763,22010
1478842,22110
1486473,22210
1493488,22310
1501414,22410
1508630,22510
1516348,22610
1523291,22710
1530685,22810
1538308,22910
1545265,23010
1553228,23110
1559842,23210
1567638,23310
1574901,23410
1582400,23510
1589794,23610
1597135,23710
1604399,23810
1611546,23910
1619302,24010
1626891,24110
1634311,24210
1641430,24310
1649418,24410
1656521,24510
1664277,24610
1671819,24710
1678532,24810
1685593,24910
1693343,25010
1700689,25110
1707951,25210
1715139,25310
1722318,25410
1729894,25510
1737257,25610
1744614,25710
1752219,25810
1759857,25910
1767143,26010
1774084,26110
1781617,26210
1789491,26310
1796610,26410
1803996,26510
1811598,26610
1818514,26710
1826412,26810
1833927,26910
1840928,27010
1848595,27110
1856030,27210
1863307,27310
1870503,27410
1878121,27510
1885960,27610
1892778,27710
1900528,27810
1907993,27910
1915106,28010
1922882,28110
1930465,28210
1937433,28310
1945164,28410
1952790,28510
1960320,28610
1967990,28710
1975021,28810
1982347,28910
1990374,29010
1997052,29110
2004568,29210
2012428,29310
2019347,29410
2027107,29510
2034356,29610
2041972,29710
2049536,29810
2056928,29910
2064044,30010
2071494,30110
2079048,30210
2086712,30310
2093986,30410
2101679,30510
2109830,30610
2116622,30710
2124010,30810
2131581,30910
2138545,31010
2146741,31110
2154155,31210
2161745,31310
2169117,31410
2176895,31510
2184677,31610
2192327,31710
2199119,31810
2207066,31910
2214108,32010
2222062,32110
2229736,32210
2236889,32310
2244266,32410
2252459,32510
2260228,32610
2268024,32710
2275243,32810
2282814,32910
2289834,33010
2297718,33110
2305569,33210
2313082,33310
2320990,33410
2327770,33510
2335435,33610
2344119,33710
2351264,33810
2358986,33910
2366391,34010
2374413,34110
2381955,34210
2389179,34310
2396934,34410
2404286,34510
2412615,34610
2420390,34710
2427987,34810
2435622,34910
2443120,35010
2450946,35110
2458887,35210
2465763,35310
2474181,35410
2481946,35510
2489053,35610
2497357,35710
2505067,35810
2512231,35910
2519963,36010
2527556,36110
2535328,36210
2543449,36310
2551077,36410
2558876,36510
2566066,36610
2574606,36710
2582341,36810
